title,release_date,popularity,vote_average,vote_count
The Trapalhão in the Plateau of the Apes,1976-12-05,0.5649,5.389,18
Night Shadows,1984-08-24,0.9809,5.102,64
Genesis Surviver Gaiarth,1992-04-22,0.4993,5.2,6
Joker,2012-08-31,0.4458,4.33,53
Terminus,1988-01-01,0.5196,3.94,25
The Crater Lake Monster,1977-03-01,0.5106,3.806,36
Battalion,2018-01-09,0.5017,2.9,23
Five Seconds Before Disaster,1978-06-12,0.3454,0.0,0
The Time Traveller,1984-09-15,0.4597,3.167,6
Naani,2016-07-01,0.5055,6.0,1
She Demons,1958-01-03,0.6856,4.625,16
The Dream Factory,1990-02-01,0.2216,6.0,1
Kamen Rider BiBiBi no Bibill Geiz,2019-09-01,0.4558,0.0,0
Astro,2018-06-08,0.4064,3.886,22
Heatstroke,2008-05-31,0.3897,3.042,24
A. I. Tales,2018-07-13,0.4129,5.389,9
Project Aether,2011-04-10,0.5786,0.0,0
Bad Bones,2022-05-31,0.6148,7.0,2
Inhumanoid,1996-07-23,0.626,5.333,6
Manhunt in Space,1954-01-01,0.3722,2.846,13
Hyperion,,0.5969,0.0,0
Stray,,0.4024,0.0,0
Attack of the Killer Tomatoes: Organic Intelligence,2026-02-20,0.5979,4.0,1
Rocketship X-M,1950-06-02,0.535,4.811,53
Tasteless,2025-10-24,0.616,0.0,0
"We Were Born Today, When the Sky Was Heavy with Iron and Poison",2013-08-25,0.3371,0.0,0
Time Chasers,1994-03-17,0.6043,2.707,41
Circles,,0.4836,0.0,0
Cream,2016-11-16,0.5691,7.4,33
Mutant on the Bounty,1989-08-18,0.5649,2.333,6
Explosions,2012-07-21,0.592,4.7,6
The Place Where the Last Man Died,2010-11-01,0.2325,8.0,2
Club V.R.,1996-01-01,0.646,3.5,6
"Mirror, Mirror III: The Voyeur",1995-10-01,0.5958,2.594,16
Extraterrestrial,2012-06-15,0.8203,5.49,98
Plughead Rewired: Circuitry Man II,1994-04-16,0.5497,3.352,27
The Burden,2023-11-04,0.3775,0.0,0
La Mouche,2022-06-05,0.2519,0.0,0
Mindbenders,2004-12-12,0.4978,6.0,1
Cyber Eden,1992-12-23,0.4441,4.7,5
The Helix... Loaded,2005-03-25,0.2729,2.9,5
Grayson,2004-07-20,0.428,0.0,0
Cryo,2022-06-24,0.3871,4.633,45
Endangered Species,2004-11-16,0.4246,4.0,23
Precognito,2023-08-18,0.4157,1.0,1
Mirrored,2019-01-01,0.5602,0.0,0
The Northlander,2016-10-14,0.4553,4.3,28
Junk Head 1,2013-12-31,0.3652,7.357,14
Cold Fusion,2011-01-11,0.5055,4.024,21
Hijacked,2007-07-14,0.4008,0.0,0
Dino Mecard the Movie: The Tinysaur Island,2019-01-10,0.3369,0.0,0
Unstoppable,2025-02-22,0.5714,0.0,1
Persona,2008-01-26,0.3654,3.9,4
The Invisible Kid,1988-03-30,0.5045,4.8,23
Space War,1997-01-01,0.4538,8.0,1
Doctor Who: Death Comes to Time,2002-05-03,0.489,8.667,3
The Taste of Love,2018-02-14,0.4547,8.8,5
Adam Peiper,2015-11-03,0.4408,8.0,1
Attack from Space,1965-03-06,0.5816,4.8,18
The Night Caller,1966-11-01,0.4877,5.357,21
2020 Texas Gladiators,1983-06-10,0.5463,4.0,27
Psychonaut,2024-10-23,0.6424,10.0,2
NEW,2014-12-04,0.4949,7.864,11
Crypto Shadows,2024-01-16,0.176,0.0,0
Doctor Glamour,2012-02-10,0.5986,0.0,0
Extra Extra,2022-08-10,0.5179,0.0,0
Recon 2023: The Gauda Prime Conspiracy,2009-11-24,0.3796,3.9,7
Panzer World Galient,1986-01-21,0.4212,6.0,3
What a Wonderful World,2024-11-21,0.8388,0.0,0
Blackhawk,1952-07-24,0.4984,5.833,6
Brother John,1971-08-15,0.6886,6.2,13
Iris,2015-08-15,0.4818,6.0,1
Future Tense,,0.2946,0.0,0
Dark Times,2010-10-19,0.5628,6.5,4
Cinderella Revolution,1983-01-01,0.6171,0.0,0
Bombhaat,2020-12-03,0.3757,6.0,3
The Moment After,1999-07-04,0.4742,5.175,20
The End of the Homunculus,1918-01-01,0.3155,5.0,4
Riders to the Stars,1954-01-14,0.5471,5.656,16
Bad Girls from Mars,1990-12-08,0.5465,3.625,24
Der Würger der Welt,1920-01-02,0.2267,0.0,0
BraveStarr: The Legend,1988-03-18,0.7139,6.667,33
Virgin Hunters 2,2016-10-07,0.506,4.167,6
Eve,2020-06-01,0.5066,0.0,0
The Man with the Magic Box,2017-10-20,0.3353,5.422,51
Tekkaman Blade: Burning Clock,1999-11-30,0.3821,4.8,2
The Last Little Red Riding Hood,1998-04-29,0.6348,6.75,24
Let There Be Light: The Odyssey of Dark Star,2010-10-26,0.5071,4.6,4
The Rocket Boy,1989-06-01,0.5772,3.7,3
BrainWaves,1983-08-05,0.5301,3.9,13
Motion Detected,2022-06-17,0.2939,3.8,8
Cieli Rossi,2026-02-25,0.3158,4.0,1
Snake Outta Compton,2018-04-23,0.5059,3.147,34
95ers: Time Runners,2013-02-14,0.6225,4.514,37
Man from Atlantis III: Killer Spores,1977-05-17,0.3891,0.0,0
Friendship's Death,1987-08-17,0.6955,6.8,19
The Exotic Time Machine,1998-05-19,0.5592,3.727,11
Edwurd Fudwupper Fibbed Big,2000-11-17,0.5131,0.0,0
100 Years,,0.2958,0.0,0
Prodigy,2018-12-19,0.4501,4.286,7
COLLAPSE,2026-02-01,0.2824,0.0,0
"Che, OVNI",1968-08-07,0.5234,5.5,2
Liberxina 90,1970-01-01,0.7369,6.2,5
Psychic Agents,2018-03-31,0.4982,0.0,0
Women of the Prehistoric Planet,1966-04-14,0.5166,3.692,26
Glass Trap,2005-08-02,0.5429,3.333,12
My Life as a Teenage Robot: Escape from Cluster Prime,2005-08-12,0.4072,7.4,8
Into Infinity,1975-12-09,0.3728,4.0,4
Roughnecks: The Starship Troopers Chronicles - The Tesca Campaign,2001-07-15,0.4773,5.0,1
The Science of Doctor Who,2012-08-04,0.4494,0.0,0
Baby It's Over Outside,2020-07-10,0.4893,0.0,0
Identicals,2015-06-20,0.6201,4.157,35
Dead and Deader,2006-12-16,0.5737,4.883,30
The Cathedral,2002-10-18,0.3864,6.862,109
Useless Humans,2020-07-14,0.4998,4.971,17
Parts: The Clonus Horror,1979-08-01,0.4375,4.378,45
Ten Minutes Older: The Cello,2002-09-20,0.7343,6.65,30
Voyager - BİR UZAY BİLİM KURGU ANİMASYON FİLMİ,2023-12-09,0.3155,10.0,1
Recoil,2014-12-06,0.3747,0.0,0
Black Hole,2021-09-25,0.6343,3.0,1
Black Forest,2012-02-25,0.6698,3.9,35
Shark Huntress,2021-07-20,0.3852,4.714,7
Asteroid-a-Geddon,2020-10-23,0.4476,5.836,70
Capsule,2016-06-23,0.4135,5.085,82
The First Men in the Moon,2010-10-19,0.654,5.6,25
Max Steel Vs The Mutant Menace,2009-06-11,0.4515,7.1,17
Spike,2008-06-20,0.4411,1.875,8
Red Nightmare,1962-02-11,0.6102,6.0,5
"Orlak, the Hell of Frankenstein",1960-12-31,0.3024,6.833,12
The Tom Machine,1981-03-26,0.6215,0.0,0
2084,2009-01-01,0.3077,3.9,8
Crimes of the Future,1984-08-10,0.4115,4.836,113
51 Nevada,2018-04-10,0.4719,4.571,7
Tamala 2010: A Punk Cat in Space,2002-10-19,0.3652,6.3,24
Shock of The Network,2003-01-01,0.5133,0.0,0
The Company Man,2008-08-18,0.4577,5.2,4
Christmas Icetastrophe,2014-12-20,0.6076,5.393,70
Alpha Rift,2021-11-19,0.5084,4.7,10
Helsreach,2017-03-18,0.3366,0.0,0
Spirit of Wonder: Scientific Boys Club,2001-01-25,0.7489,4.1,7
Doctor Who: The Underwater Menace,2023-11-13,0.4722,1.0,1
The Steel Collar Man,1985-08-07,0.3678,0.0,0
Mega Time Squad,2018-07-16,0.5654,6.1,64
Sugar High,2020-07-31,0.483,5.0,4
Descent,2005-05-20,0.7282,4.8,28
Escape from Tomorrow,2013-10-11,0.441,4.808,239
Excalibur,1990-04-03,0.4941,8.5,2
Cosmic Princess,1982-12-01,0.4371,4.6,6
Space Invaders,,0.4051,0.0,0
Beyond Existence,2022-02-16,0.2836,4.9,5
Singularity Principle,2013-11-15,0.4253,5.8,6
Resident Evil: The Final Chapter,2017-01-27,0.3798,6.094,3421
Baggage Claim,,0.3578,0.0,0
The Gerber Syndrome - Il contagio,2011-11-08,0.3522,5.4,19
Bombshell,1997-09-26,0.5415,3.7,6
Acceptable Risk,2001-03-01,0.4715,4.7,7
The Sorter,1993-01-01,0.608,0.0,0
That's a UFO! The Flying Saucer,1975-03-21,0.4993,5.2,4
Samaritan,2020-01-01,0.6103,0.0,0
The Paralytic,,0.3934,0.0,0
Automation,2019-12-03,0.6766,5.607,14
Masseba,1990-04-01,0.3357,5.4,5
Fury of the Congo,1951-02-26,0.3884,5.0,6
Blue Flame,1993-12-01,0.7124,5.0,1
Mysterious Doctor Satan,1940-12-13,0.4472,5.0,3
"Aliens, Clowns & Geeks",2021-01-30,0.4004,6.6,5
Cloning,2025-04-09,0.2079,0.0,0
Kamen Rider OOO All Stars: The 21 Leading Actors and Core Medals,2011-12-09,0.3971,0.0,0
Il migliore dei mondi,2023-11-17,0.2786,6.231,206
Doomsday Machine,1972-01-01,0.5315,3.113,31
The Electric Grandmother,1982-01-17,0.3688,6.875,8
Pretend,2018-06-16,0.6925,0.0,0
Legend of the Galactic Heroes Chapter 2 Sho Jiyu Wakusei Domei Hen,2012-07-20,0.3636,0.0,0
The Thing with Two Heads,1972-07-19,0.5151,4.795,44
Oxalis,2018-02-08,0.5225,4.1,15
Juarez 2045,2017-04-01,0.4758,3.143,14
Captain Pronin in Space,1993-01-01,0.4225,7.0,1
Live Freaky! Die Freaky!,2006-01-31,0.3206,3.8,10
Violent Volition,2025-07-12,0.5097,0.0,0
Testament,2017-10-22,0.3104,6.0,5
Still Not Quite Human,1992-05-31,0.4994,4.7,20
Cyber Ninja,1988-10-01,0.4675,6.412,17
Countdown: The Sky's on Fire,1999-07-15,0.4251,5.889,9
The Age of Flowering Plants,2025-02-01,0.3891,0.0,0
Kamen Rider Gotchard: What's That?! Houtaro and Rinne Switched Places!!,2024-04-03,0.5096,8.0,1
Tales of the Bizarre: 2004 Fall Special,2004-09-20,0.5484,0.0,0
The Day the Earth Stopped,2008-12-09,0.6574,3.5,50
4: Clean Island,2023-11-12,0.5646,7.0,7
"Reiko, the Psyche Resurrected",1991-11-16,0.579,8.0,2
The Rider,,0.3608,0.0,0
Zolar,2004-05-01,0.3971,1.0,3
The Easter Bunny Is Comin' to Town,1977-04-06,0.4392,5.5,12
Max Steel: Forces of Nature,2005-05-07,0.3296,8.7,17
The Invisible Woman,1940-12-27,0.5047,5.673,84
Doctor Blood's Coffin,1962-05-15,0.4778,5.089,28
Mobile Suit Gundam SEED: Special Edition II - The Far-Away Dawn,2005-09-13,0.699,5.3,3
HABITAT,2021-11-18,0.4764,0.0,0
Adrenalin: Fear the Rush,1996-11-29,0.5474,4.533,76
Phantom Force,2004-07-06,0.4198,2.7,3
Dr. Dildo's Secret,1970-01-01,0.3175,2.6,5
Alien Storm,,0.4422,0.0,0
Alien: Covenant - Epilogue: Advent,2017-08-15,0.3286,6.7,13
Daywalker,2025-10-31,0.4401,0.0,0
Deadly Skies,2006-08-15,0.4649,4.13,27
The Hatching,2014-11-22,0.5343,4.569,29
Taeter City,2012-09-15,0.4444,4.403,36
Helden - Wenn Dein Land Dich braucht,2013-10-04,0.4801,3.4,18
Danger!! Death Ray,1967-01-28,0.2806,2.8,15
Mind Over Murder,2006-08-12,0.5113,7.0,2
Adventure at the Center of the Earth,1965-09-02,0.5247,5.9,19
AR盜夢事件,2017-04-23,0.5407,0.0,0
The Return of Bunjee,1985-04-06,0.3967,0.0,0
Only Human,,0.3577,0.0,0
Shock! Shock! Shock!,1987-01-01,0.5129,3.75,4
Triassic World,2018-06-19,0.4826,3.156,32
The Lady and the Monster,1944-04-17,0.4435,5.929,21
1984,2023-11-15,0.5556,6.136,11
Dai Sentai Goggle-V: The Movie,1982-03-13,0.5408,8.2,4
The Lost World: Underground,2002-07-29,0.3464,0.0,0
"If You Lived Here, You'd Be Home Now",2006-07-25,0.501,10.0,1
Ninja White,2021-12-03,0.5195,0.0,0
Eureka!,2019-04-25,0.4893,6.0,6
1999 A.D.,1967-01-01,0.3595,6.2,5
Ultraman Zoffy: Ultra Warriors vs. the Giant Monster Army,1984-03-17,0.6675,7.2,4
Light Speed,1998-01-01,0.7327,2.0,2
Fire Maidens of Outer Space,1956-09-06,0.3448,2.557,36
ONYX,2025-05-22,0.5085,10.0,1
Mega Ape,2023-10-13,0.5237,3.0,5
Dallos,1983-12-21,0.5273,5.6,15
MappaMundi,2017-07-23,0.6169,0.0,0
The Experiment,2021-04-02,0.6116,0.0,0
The Draft,2023-10-25,0.4722,5.0,1
Tokyo 1960,1957-12-27,0.3608,0.0,0
Skies Above,1965-01-20,0.4299,5.833,6
Breaking Barbi,2019-02-15,0.5806,2.2,9
2307: Winter's Dream,2016-04-02,0.4993,3.892,37
Awakening Boy,2017-10-18,0.3701,0.0,0
Sci Fi Inside: Stargate SG-1 200th Episode,2006-08-18,0.7317,0.0,0
Space Battleship Yamato 2202: Warriors of Love - Ch. 5,2018-05-25,0.3944,0.0,0
30 Years to Life,1998-10-15,0.6426,5.0,2
Sentinel,2025-07-14,0.5351,0.0,0
The Posthuman Project,2014-06-14,0.4321,3.9,10
UFO Cafe,1990-12-23,0.4787,0.0,0
A Closed Book,2012-07-13,0.5415,5.479,24
A Trip to Mars,1910-02-18,0.26,6.18,25
Roman's Circuit,2012-04-01,0.4974,4.5,4
The Box,2024-09-10,0.7138,0.0,0
Super Legend God Hikoza,2022-08-19,0.359,5.0,1
Trancers: City of Lost Angels,1988-01-01,0.6452,5.78,25
Atlantis Down,2010-10-01,0.4432,2.714,7
AIMEE. The Visitor,2023-08-17,0.4428,4.35,20
AEON,2017-03-17,0.3473,9.5,2
The Truth About Rainbows,2014-01-11,0.2883,0.0,0
Calling Occupants,2016-01-01,0.5432,5.0,1
Dream House,1998-01-01,0.339,3.8,5
Sanctuary Population One,2018-12-01,0.547,5.6,25
The Chronicles of Riddick: Dark Fury,2004-06-15,0.3859,6.052,337
A Macabre Legacy,1940-05-03,0.2848,5.0,4
Dinosaur Train: Adventure Island,2021-04-13,0.5162,9.2,12
Voyager from the Unknown,1984-01-01,0.4653,3.0,3
The Gate to the Mind's Eye,1994-10-25,0.3168,7.0,9
The Tunnel,1935-10-27,0.6983,5.3,23
The American Astronaut,2001-01-20,0.4846,6.664,53
The Boogeys,2017-07-16,0.5314,6.5,2
The Misadventures of Merlin Jones,1964-03-25,0.4531,6.5,26
The Correction Unit,2025-09-23,0.4024,2.5,2
Monster Force Zero,2020-10-01,0.3009,3.125,4
626 Evolution,2017-06-01,0.4335,5.1,9
Retrieval,2020-09-12,0.6584,5.0,0
Cassiopeia,1996-02-01,0.7478,6.857,7
Jungle Manhunt,1951-10-04,0.2757,4.7,6
Tokyo Babylon 1999,1993-08-21,0.5278,5.3,3
Lightning: Bolts of Destruction,2003-11-08,0.5189,4.5,10
The World of Arata: World's/Start/Load/End,2012-10-20,0.5772,7.2,8
Dust of War,2013-07-18,0.3626,5.8,21
Ditching,2009-03-27,0.4399,0.0,0
Allegro,2005-09-30,0.6964,6.84,25
Alien Space Avenger,1989-08-01,0.4093,4.1,14
Beach Babes 2: Cave Girl Island,1995-12-02,0.5761,4.2,11
Nightmare Weekend,1986-05-12,0.425,3.458,36
Target... Earth?,1980-07-28,0.282,4.0,1
Factory Farmed,2008-05-04,0.6221,6.4,12
The Cage,2018-10-26,0.4739,5.49,51
Gamera Special,1991-01-01,0.1932,7.0,1
Dance of the Dead,2005-11-11,0.5681,5.5,52
The Forever War,,0.4513,0.0,0
Teach 109,1990-01-01,0.3814,7.0,1
Unknown Project,2013-10-24,0.6715,4.889,9
Metamorphosis: The Alien Factor,1993-12-15,0.9198,6.051,39
Echoes of Encounter,,0.4856,0.0,0
She Devil,1957-04-01,0.5746,5.444,18
The Lonely Man with the Ghost Machine,2024-03-23,0.4612,4.25,10
Last Woman on Earth,1960-08-05,0.7492,4.398,59
Ragin Cajun Redneck Gators,2013-09-05,0.5163,3.625,24
The Noah,1975-04-10,0.5152,5.9,17
Rover (or Beyond Human: The Venusian Future and the Return of the Next Level),2014-01-18,0.4723,2.0,1
The Monolith Monsters,1957-12-06,0.6287,6.47,84
The Magnetic Monster,1953-02-18,0.5625,5.6,35
Freelancer,2020-02-20,0.3551,7.0,3
002 Operation Moon,1965-11-25,0.4372,5.412,17
The Blue Yonder,1985-11-10,0.644,6.0,12
2103: The Deadly Wake,2001-10-09,0.4501,5.2,10
Scorpio One,1998-01-01,0.566,4.4,8
The Shrunken City,1998-06-16,0.3956,5.286,7
Other,2012-07-27,0.6935,7.0,2
Slaughterbots,2017-11-17,0.5655,6.6,11
Television Spy,1939-10-20,0.3792,5.0,1
Gangs of the Dead,2006-06-30,0.5153,3.167,24
Jenius- Countdown in the Riddle,2018-08-30,0.5295,0.0,0
Official Denial,1993-11-20,0.4803,5.2,8
The Pink Chiquitas,1987-01-23,0.3364,3.55,10
It Happened Here,1966-08-08,0.4641,6.794,34
Julie & Jack,2003-01-01,0.4575,2.429,14
The Tenth Planet: The Red Sister - Part 1,,0.6151,0.0,0
Wizardream,2025-12-31,0.5036,0.0,0
Matthew Blackheart: Monster Smasher,2002-02-19,0.4688,4.0,1
Santo Faces Death,1970-04-23,0.3137,5.0,7
Rejuvenatrix,1988-07-22,0.4061,4.344,16
My Hero Academia,,0.7706,0.0,0
The Midnight Pool,,0.3442,0.0,0
With Her Eyes,,0.3376,0.0,0
Override,1994-10-16,0.4647,0.0,0
The Tomorrow Man,2001-07-31,0.5712,4.5,2
Three Supermen in the Jungle,1970-02-27,0.2706,5.0,1
"Je T'Aime, Je T'Aime",1970-09-14,0.4866,6.5,98
Binary,,0.5356,0.0,0
2047: Sights of Death,2014-06-13,0.4241,2.9,45
Kamen Rider Geats: Check it?! An All-Boy Desire Grand Prix! I'll Be the King!,2023-03-31,0.5869,6.0,1
Atomic Apocalypse,2018-10-07,0.3586,3.667,6
Blade: The Iron Cross,2020-06-26,0.4159,4.338,40
Herman,2019-05-02,0.7379,5.3,3
Convict 762,1997-05-01,0.4353,1.75,4
King Car,2022-01-07,0.5933,5.9,8
Teenage Space Vampires,1999-05-18,0.4084,3.476,21
Greatland,2020-10-08,0.4859,5.2,10
Rafadan Tayfa: Hayrimatör,2023-12-21,0.3718,2.8,4
A Little Bit of Soul,1999-08-06,0.5006,5.4,5
DC Showcase: Blue Beetle,2021-07-27,0.5159,6.041,49
Streak of Luck,1983-01-01,0.3948,5.5,4
What's Right with America,1997-07-04,0.4337,4.0,1
Dead Meat,2004-10-01,0.504,4.65,40
Arif V 216,2018-01-05,0.7041,6.195,218
Rage of the Innocents,2001-07-04,0.7669,2.8,4
The War of 1996: A United World News Special,2016-10-18,0.4215,0.0,0
Lost in the Bermuda Triangle,1998-02-11,0.5184,4.1,9
Max Reload and the Nether Blasters,2020-08-11,0.5104,5.804,46
The Man from Planet X,1951-04-27,0.355,5.8,81
Gravity Rush: The Animation - Overture,2016-12-26,0.5452,6.9,7
To the Stars!,2023-01-15,0.3264,0.0,0
Suffocate,2022-09-10,0.4544,10.0,2
Lionelville: Destination Adventure,2009-12-01,0.3548,0.0,0
Dr. Easy,2013-06-20,0.3787,6.2,6
Real Naughty Virtual Virgins,2017-01-01,0.4124,0.0,0
Kamen Rider Drive: Type: Televi-Kun - Hunter & Monster! Chase the Mystery of the Super Thief!,2014-11-29,0.6681,7.2,3
6 Hours to Live,1932-10-15,0.3273,4.5,8
Jurassic Island,2022-04-05,0.4046,2.545,11
Human Form,2014-06-19,0.3659,6.119,21
PROBE: Unnatural Selection,1996-10-01,0.4893,6.8,4
Straight Outta Space,2025-02-13,0.3959,6.25,4
Tales of the Bizarre: 2003 Fall Special,2003-09-18,0.4933,0.0,0
"You Are a Widow, Sir",1971-01-15,0.4493,6.8,26
Supa Eleph,2025-12-25,0.5262,0.0,0
Mobile Suit Gundam MS IGLOO: Apocalypse 0079,2006-04-26,0.57,7.3,3
R246 STORY,2008-08-23,0.5341,0.0,0
Half Human: The Story of the Abominable Snowman,1957-05-17,0.4619,3.0,11
ZVP,2017-12-09,0.5036,7.5,4
The Last Transmission,2016-03-01,0.6426,0.0,0
Lungs,2023-05-13,0.5495,6.0,1
Terminal Virus,1995-10-03,0.5004,1.667,3
The Iron Super Man,1975-07-19,0.426,5.5,26
Press Start,2007-09-25,0.4491,8.0,6
Vakuum,2004-06-26,0.3573,5.0,1
Contact,2018-02-28,0.4058,1.8,5
Strangler of the Swamp,1946-01-02,0.4523,5.696,23
The Immortal,1969-09-30,0.4716,8.0,2
The Stranger: Breach of the Peace,1994-12-01,0.4833,5.0,1
Monster Makers,2003-10-26,0.4408,3.0,3
Phosphorescence,2019-11-18,0.2874,10.0,1
Nuclearvision,1982-11-12,0.4318,4.5,2
Cutter's Club,2025-05-01,0.4662,5.75,4
Love Warrior Pantheon 1999,1999-01-01,0.2478,0.0,0
Airy Me,2013-07-17,0.5633,4.0,2
Ear,2018-11-05,0.4997,0.0,0
Wolfman vs. Godzilla,1983-01-01,0.2552,9.6,12
Galaxy of Horrors,2017-03-07,0.4668,5.5,4
The Hidden II,1993-09-06,0.467,3.818,33
Something Beneath,2007-04-26,0.4951,3.688,32
Deprivation,,0.5522,0.0,0
Species,2026-10-28,0.5439,0.0,0
Hotspot,2013-04-13,0.4779,0.0,0
Santo in the Wax Museum,1963-06-20,0.3398,4.406,16
Monarch of the Moon,2006-05-10,0.3256,4.667,6
Engineering Red,1993-07-01,0.3177,6.0,11
Two Lost Worlds,1951-01-05,0.4079,4.0,12
Blue Demon vs. the Infernal Brains,1968-08-17,0.3657,4.813,8
Intolerance,2000-10-05,0.4653,5.9,16
Atlantis,2020-09-17,0.4732,6.573,55
Kamen Rider Drive: Type ZERO! Episode 0 - Countdown to Global Freeze,2014-12-13,0.4928,8.5,1
King of Snake,1984-02-04,0.3729,6.0,1
The Crawling Hand,1963-09-04,0.5388,3.0,30
Toxic,2020-04-23,0.5459,6.337,43
Kanavu Variyam,2017-02-24,0.3762,7.0,3
Recon 2022: The Mezzo Incident,2008-03-11,0.3955,3.042,12
Illegal Aliens,2016-10-27,0.3864,8.5,6
Diverge,2016-06-09,0.5223,5.161,28
O! Melodious Movie: Side 1,2022-06-24,0.2415,0.0,0
Connected,2020-11-17,0.4978,0.0,0
The Annual,,0.6825,0.0,0
The Space Between Attack and Decay,2025-05-09,0.3608,0.0,0
Splitting Time,2019-12-21,0.3346,7.5,2
The Archivists,2020-09-13,0.3094,0.0,0
Ultraman Mebius Side Story: Hikari Saga - SAGA 1: Arb's Tragedy,2006-06-30,0.4665,0.0,0
Night of the Blood Beast,1958-08-01,0.5594,3.773,55
THE RA3BIT,2022-03-26,0.2988,0.0,0
Doctor Who: A New Dimension,2005-03-26,0.3413,0.0,0
Oasis,2022-03-21,0.5616,6.8,4
Lucid,2015-01-01,0.4339,8.0,1
Safety Zone,1996-01-01,0.387,0.0,0
Bermuda,,0.403,0.0,0
Azusa Will Help!,2004-08-01,0.6932,8.0,1
The Man Who Turned to Stone,1957-03-01,0.5113,4.727,11
Transaction Planet,,0.2921,0.0,0
The Champions,,0.3363,0.0,0
Beautiful Injuries,2016-11-19,0.3386,2.5,1
Apocalypse Runner,2018-05-04,0.444,6.0,2
Lizard Boy,2011-08-16,0.3219,2.0,2
IPDENTICAL: Imagine a world without creativity,2018-05-29,0.2794,5.5,2
Truffle,2008-08-22,0.7861,6.0,7
The Nine Billion Names of God,2018-09-13,0.2649,3.333,3
Three Novels,1986-09-07,0.2733,0.0,0
Ferat Vampire,1982-10-01,0.5526,5.265,34
New Year's Story,1997-12-01,0.2729,0.0,0
Chiral,2015-11-27,0.4089,0.0,0
Alien Fury: Countdown to Invasion,2000-04-21,0.3663,3.3,7
Ivan the Fool,2002-04-30,0.3444,4.5,6
Gundala,2020-07-28,0.4116,6.228,333
Infestation,2005-07-08,0.4738,4.8,4
The Man who Crossed Hitler,2011-08-21,0.3887,6.5,12
Never Escape,2009-01-01,0.3,0.0,0
Tetsuo: The Bullet Man,2010-04-25,0.4741,5.412,85
Unearthly Stranger,1964-04-01,0.5673,5.887,31
Organic Love,2021-04-18,0.4577,6.0,3
Special,2023-01-01,0.7025,0.0,0
The Glitterball,1977-04-22,0.3149,5.1,8
Schilf - Alles was denkbar ist existiert,2012-03-08,0.2473,5.0,5
Dark Island,2010-05-22,0.6205,3.442,26
Puppet Master vs Demonic Toys,2004-12-18,0.5356,4.597,88
Simon,2024-02-01,0.5425,0.0,0
Remnant,2024-06-30,0.5563,4.9,19
The Rocket Man,1954-04-01,0.465,6.563,8
Adam: The Mirror,2017-10-03,0.7252,6.6,50
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,2004-07-19,0.4573,0.0,0
Supernova,1993-02-26,0.4927,3.2,5
Race,2007-07-17,0.3942,4.813,8
CMYLMZ 0100111000110000111011,2001-01-01,0.2366,8.0,2
Groom Lake,2002-09-21,0.4874,3.917,12
The Invisible Man,2000-09-06,0.4173,6.0,1
GiAnts,2007-01-01,0.3811,1.0,2
Future-Kill,1985-05-03,0.4679,4.5,20
Village of the Giants,1965-10-20,0.4752,3.5,36
Swords of the Space Ark,1989-01-01,0.5613,3.5,2
Phenomenal and the Treasure of Tutankamen,1968-03-04,0.293,3.8,5
Super Icyclone,2024-04-01,0.3935,6.2,6
I Am,2021-08-23,0.5134,1.0,2
The Cure,2017-01-21,0.4545,0.0,0
Interzone,1987-01-01,0.5289,4.2,16
Pororo and Friends: Virus Busters,2022-12-01,0.4709,10.0,1
There,2015-01-01,0.4319,0.0,0
Spawn of the Slithis,1978-07-21,0.4813,4.5,41
Astrobonde,2025-06-13,0.2946,0.0,0
Alignment,,0.4665,0.0,0
Strawberry Mansion,2022-02-18,0.5321,6.759,81
The Cyclops,1957-07-28,0.4588,4.406,32
The Documents!,2025-04-16,0.5119,0.0,0
Alien: Battlefield Earth,2021-09-07,0.3062,4.2,5
Brain of Blood,1971-08-01,0.5395,2.7,28
Watch the Skies,2025-11-01,0.613,0.0,0
Eternity,2013-01-01,0.3413,4.5,12
Nemesis 2: Nebula,1995-08-18,0.4775,4.18,50
The Catherine Tate Show: Nan's Christmas Carol,2009-12-25,0.4649,7.8,12
Em & Selma Go Griffin Hunting,2025-01-26,0.2544,0.0,0
Aberration,1999-03-30,0.5462,4.786,28
RZR Cyber Protocol,,0.4766,0.0,0
Pan Samochodzik i praskie tajemnice,1989-01-09,0.3676,6.5,2
Bavi Stock II: The Revenge of Eyesma -Beyond The Throbbing Love-,1986-11-25,0.562,4.0,1
Take Me to Your Merch,,0.3785,0.0,0
Vicious Lips,1987-02-01,0.5,4.909,44
Sky Fighter,2019-07-24,0.422,5.8,4
Feelings Experiment,,0.526,0.0,0
Alpha Squadron,2018-06-10,0.3997,3.0,1
Butterscotch: Lost But Found,1997-01-01,0.3176,3.0,3
Kamen Rider Black: Terror! Demon Mansion at Devil's Pass,1988-07-09,0.6307,7.3,6
Xtro 3: Watch the Skies,1995-11-14,0.5421,4.352,44
Off Grid,2019-12-13,0.5913,10.0,1
The Deadly Spawn,1983-04-22,0.4024,5.509,106
Westender,2004-12-14,0.4753,2.8,4
Norman's Awesome Experience,1989-10-01,0.4788,2.857,7
Between Two Waves,2025-06-27,0.3493,0.0,0
Future Fear,2021-06-08,0.4667,6.4,16
Stuck!,,0.606,0.0,0
Rocky Horror Show Live,2015-10-18,0.389,7.0,27
Dark Metropolis,2010-12-07,0.4201,1.5,4
